MEMORY USAGE TIMELINE
Generated from container execution schedule with reset-every-3 memory model
Configuration:
  Total GPU Memory: 4096.0 MB
  Base Memory: 862.0 MB
  Memory Multiplier: 1.5
  Container Duration: 60 seconds
  Reset Interval: 3 containers

Timestamp (s),Active Containers (count),Container IDs,Total Memory Used (MB),Used %,Remaining Capacity (MB),Available %,Memory Pressure,Can Launch?
2790,12,"C548, C549, C550, C551, C552, C553, C554, C555, C556, C557, C558, C559",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2795,12,"C549, C550, C551, C552, C553, C554, C555, C556, C557, C558, C559, C560",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2800,12,"C550, C551, C552, C553, C554, C555, C556, C557, C558, C559, C560, C561",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2805,12,"C551, C552, C553, C554, C555, C556, C557, C558, C559, C560, C561, C562",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2810,12,"C552, C553, C554, C555, C556, C557, C558, C559, C560, C561, C562, C563",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2815,12,"C553, C554, C555, C556, C557, C558, C559, C560, C561, C562, C563, C564",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2820,12,"C554, C555, C556, C557, C558, C559, C560, C561, C562, C563, C564, C565",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2825,12,"C555, C556, C557, C558, C559, C560, C561, C562, C563, C564, C565, C566",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2830,12,"C556, C557, C558, C559, C560, C561, C562, C563, C564, C565, C566, C567",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2835,12,"C557, C558, C559, C560, C561, C562, C563, C564, C565, C566, C567, C568",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2840,12,"C558, C559, C560, C561, C562, C563, C564, C565, C566, C567, C568, C569",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2845,12,"C559, C560, C561, C562, C563, C564, C565, C566, C567, C568, C569, C570",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2850,12,"C560, C561, C562, C563, C564, C565, C566, C567, C568, C569, C570, C571",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2855,12,"C561, C562, C563, C564, C565, C566, C567, C568, C569, C570, C571, C572",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2860,12,"C562, C563, C564, C565, C566, C567, C568, C569, C570, C571, C572, C573",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2865,12,"C563, C564, C565, C566, C567, C568, C569, C570, C571, C572, C573, C574",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2870,12,"C564, C565, C566, C567, C568, C569, C570, C571, C572, C573, C574, C575",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2875,12,"C565, C566, C567, C568, C569, C570, C571, C572, C573, C574, C575, C576",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2880,12,"C566, C567, C568, C569, C570, C571, C572, C573, C574, C575, C576, C577",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2885,12,"C567, C568, C569, C570, C571, C572, C573, C574, C575, C576, C577, C578",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2890,12,"C568, C569, C570, C571, C572, C573, C574, C575, C576, C577, C578, C579",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2895,12,"C569, C570, C571, C572, C573, C574, C575, C576, C577, C578, C579, C580",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2900,12,"C570, C571, C572, C573, C574, C575, C576, C577, C578, C579, C580, C581",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2905,12,"C571, C572, C573, C574, C575, C576, C577, C578, C579, C580, C581, C582",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2910,12,"C572, C573, C574, C575, C576, C577, C578, C579, C580, C581, C582, C583",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2915,12,"C573, C574, C575, C576, C577, C578, C579, C580, C581, C582, C583, C584",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2920,12,"C574, C575, C576, C577, C578, C579, C580, C581, C582, C583, C584, C585",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2925,12,"C575, C576, C577, C578, C579, C580, C581, C582, C583, C584, C585, C586",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2930,12,"C576, C577, C578, C579, C580, C581, C582, C583, C584, C585, C586, C587",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2935,12,"C577, C578, C579, C580, C581, C582, C583, C584, C585, C586, C587, C588",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2940,12,"C578, C579, C580, C581, C582, C583, C584, C585, C586, C587, C588, C589",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2945,12,"C579, C580, C581, C582, C583, C584, C585, C586, C587, C588, C589, C590",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2950,12,"C580, C581, C582, C583, C584, C585, C586, C587, C588, C589, C590, C591",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2955,12,"C581, C582, C583, C584, C585, C586, C587, C588, C589, C590, C591, C592",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2960,12,"C582, C583, C584, C585, C586, C587, C588, C589, C590, C591, C592, C593",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2965,12,"C583, C584, C585, C586, C587, C588, C589, C590, C591, C592, C593, C594",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2970,12,"C584, C585, C586, C587, C588, C589, C590, C591, C592, C593, C594, C595",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2975,12,"C585, C586, C587, C588, C589, C590, C591, C592, C593, C594, C595, C596",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2980,12,"C586, C587, C588, C589, C590, C591, C592, C593, C594, C595, C596, C597",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2985,12,"C587, C588, C589, C590, C591, C592, C593, C594, C595, C596, C597, C598",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2990,12,"C588, C589, C590, C591, C592, C593, C594, C595, C596, C597, C598, C599",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
2995,12,"C589, C590, C591, C592, C593, C594, C595, C596, C597, C598, C599, C600",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3000,12,"C590, C591, C592, C593, C594, C595, C596, C597, C598, C599, C600, C601",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3005,12,"C591, C592, C593, C594, C595, C596, C597, C598, C599, C600, C601, C602",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3010,12,"C592, C593, C594, C595, C596, C597, C598, C599, C600, C601, C602, C603",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3015,12,"C593, C594, C595, C596, C597, C598, C599, C600, C601, C602, C603, C604",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3020,12,"C594, C595, C596, C597, C598, C599, C600, C601, C602, C603, C604, C605",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3025,12,"C595, C596, C597, C598, C599, C600, C601, C602, C603, C604, C605, C606",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3030,12,"C596, C597, C598, C599, C600, C601, C602, C603, C604, C605, C606, C607",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3035,12,"C597, C598, C599, C600, C601, C602, C603, C604, C605, C606, C607, C608",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3040,12,"C598, C599, C600, C601, C602, C603, C604, C605, C606, C607, C608, C609",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3045,12,"C599, C600, C601, C602, C603, C604, C605, C606, C607, C608, C609, C610",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3050,12,"C600, C601, C602, C603, C604, C605, C606, C607, C608, C609, C610, C611",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3055,12,"C601, C602, C603, C604, C605, C606, C607, C608, C609, C610, C611, C612",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3060,12,"C602, C603, C604, C605, C606, C607, C608, C609, C610, C611, C612, C613",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3065,12,"C603, C604, C605, C606, C607, C608, C609, C610, C611, C612, C613, C614",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3070,12,"C604, C605, C606, C607, C608, C609, C610, C611, C612, C613, C614, C615",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3075,12,"C605, C606, C607, C608, C609, C610, C611, C612, C613, C614, C615, C616",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3080,12,"C606, C607, C608, C609, C610, C611, C612, C613, C614, C615, C616, C617",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3085,12,"C607, C608, C609, C610, C611, C612, C613, C614, C615, C616, C617, C618",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3090,12,"C608, C609, C610, C611, C612, C613, C614, C615, C616, C617, C618, C619",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3095,12,"C609, C610, C611, C612, C613, C614, C615, C616, C617, C618, C619, C620",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3100,12,"C610, C611, C612, C613, C614, C615, C616, C617, C618, C619, C620, C621",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3105,12,"C611, C612, C613, C614, C615, C616, C617, C618, C619, C620, C621, C622",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3110,12,"C612, C613, C614, C615, C616, C617, C618, C619, C620, C621, C622, C623",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3115,12,"C613, C614, C615, C616, C617, C618, C619, C620, C621, C622, C623, C624",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3120,12,"C614, C615, C616, C617, C618, C619, C620, C621, C622, C623, C624, C625",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3125,12,"C615, C616, C617, C618, C619, C620, C621, C622, C623, C624, C625, C626",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3130,12,"C616, C617, C618, C619, C620, C621, C622, C623, C624, C625, C626, C627",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3135,12,"C617, C618, C619, C620, C621, C622, C623, C624, C625, C626, C627, C628",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3140,12,"C618, C619, C620, C621, C622, C623, C624, C625, C626, C627, C628, C629",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3145,12,"C619, C620, C621, C622, C623, C624, C625, C626, C627, C628, C629, C630",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3150,12,"C620, C621, C622, C623, C624, C625, C626, C627, C628, C629, C630, C631",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3155,12,"C621, C622, C623, C624, C625, C626, C627, C628, C629, C630, C631, C632",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3160,12,"C622, C623, C624, C625, C626, C627, C628, C629, C630, C631, C632, C633",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3165,12,"C623, C624, C625, C626, C627, C628, C629, C630, C631, C632, C633, C634",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3170,12,"C624, C625, C626, C627, C628, C629, C630, C631, C632, C633, C634, C635",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3175,12,"C625, C626, C627, C628, C629, C630, C631, C632, C633, C634, C635, C636",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3180,12,"C626, C627, C628, C629, C630, C631, C632, C633, C634, C635, C636, C637",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3185,12,"C627, C628, C629, C630, C631, C632, C633, C634, C635, C636, C637, C638",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3190,12,"C628, C629, C630, C631, C632, C633, C634, C635, C636, C637, C638, C639",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3195,12,"C629, C630, C631, C632, C633, C634, C635, C636, C637, C638, C639, C640",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3200,12,"C630, C631, C632, C633, C634, C635, C636, C637, C638, C639, C640, C641",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3205,12,"C631, C632, C633, C634, C635, C636, C637, C638, C639, C640, C641, C642",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3210,12,"C632, C633, C634, C635, C636, C637, C638, C639, C640, C641, C642, C643",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3215,12,"C633, C634, C635, C636, C637, C638, C639, C640, C641, C642, C643, C644",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3220,12,"C634, C635, C636, C637, C638, C639, C640, C641, C642, C643, C644, C645",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3225,12,"C635, C636, C637, C638, C639, C640, C641, C642, C643, C644, C645, C646",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3230,12,"C636, C637, C638, C639, C640, C641, C642, C643, C644, C645, C646, C647",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3235,12,"C637, C638, C639, C640, C641, C642, C643, C644, C645, C646, C647, C648",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3240,12,"C638, C639, C640, C641, C642, C643, C644, C645, C646, C647, C648, C649",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3245,12,"C639, C640, C641, C642, C643, C644, C645, C646, C647, C648, C649, C650",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3250,12,"C640, C641, C642, C643, C644, C645, C646, C647, C648, C649, C650, C651",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3255,12,"C641, C642, C643, C644, C645, C646, C647, C648, C649, C650, C651, C652",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3260,12,"C642, C643, C644, C645, C646, C647, C648, C649, C650, C651, C652, C653",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3265,12,"C643, C644, C645, C646, C647, C648, C649, C650, C651, C652, C653, C654",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3270,12,"C644, C645, C646, C647, C648, C649, C650, C651, C652, C653, C654, C655",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3275,12,"C645, C646, C647, C648, C649, C650, C651, C652, C653, C654, C655, C656",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3280,12,"C646, C647, C648, C649, C650, C651, C652, C653, C654, C655, C656, C657",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3285,12,"C647, C648, C649, C650, C651, C652, C653, C654, C655, C656, C657, C658",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3290,12,"C648, C649, C650, C651, C652, C653, C654, C655, C656, C657, C658, C659",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3295,12,"C649, C650, C651, C652, C653, C654, C655, C656, C657, C658, C659, C660",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3300,12,"C650, C651, C652, C653, C654, C655, C656, C657, C658, C659, C660, C661",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3305,12,"C651, C652, C653, C654, C655, C656, C657, C658, C659, C660, C661, C662",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3310,12,"C652, C653, C654, C655, C656, C657, C658, C659, C660, C661, C662, C663",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3315,12,"C653, C654, C655, C656, C657, C658, C659, C660, C661, C662, C663, C664",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3320,12,"C654, C655, C656, C657, C658, C659, C660, C661, C662, C663, C664, C665",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3325,12,"C655, C656, C657, C658, C659, C660, C661, C662, C663, C664, C665, C666",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3330,12,"C656, C657, C658, C659, C660, C661, C662, C663, C664, C665, C666, C667",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3335,12,"C657, C658, C659, C660, C661, C662, C663, C664, C665, C666, C667, C668",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3340,12,"C658, C659, C660, C661, C662, C663, C664, C665, C666, C667, C668, C669",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3345,12,"C659, C660, C661, C662, C663, C664, C665, C666, C667, C668, C669, C670",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3350,12,"C660, C661, C662, C663, C664, C665, C666, C667, C668, C669, C670, C671",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3355,12,"C661, C662, C663, C664, C665, C666, C667, C668, C669, C670, C671, C672",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3360,12,"C662, C663, C664, C665, C666, C667, C668, C669, C670, C671, C672, C673",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3365,12,"C663, C664, C665, C666, C667, C668, C669, C670, C671, C672, C673, C674",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3370,12,"C664, C665, C666, C667, C668, C669, C670, C671, C672, C673, C674, C675",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3375,12,"C665, C666, C667, C668, C669, C670, C671, C672, C673, C674, C675, C676",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3380,12,"C666, C667, C668, C669, C670, C671, C672, C673, C674, C675, C676, C677",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3385,12,"C667, C668, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3390,12,"C668, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3395,12,"C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3400,12,"C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3405,12,"C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C682",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3410,12,"C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C682, C683",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3415,12,"C673, C674, C675, C676, C677, C678, C679, C680, C681, C682, C683, C684",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3420,12,"C674, C675, C676, C677, C678, C679, C680, C681, C682, C683, C684, C685",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3425,12,"C675, C676, C677, C678, C679, C680, C681, C682, C683, C684, C685, C686",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3430,12,"C676, C677, C678, C679, C680, C681, C682, C683, C684, C685, C686, C687",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3435,12,"C677, C678, C679, C680, C681, C682, C683, C684, C685, C686, C687, C688",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3440,12,"C678, C679, C680, C681, C682, C683, C684, C685, C686, C687, C688, C689",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3445,12,"C679, C680, C681, C682, C683, C684, C685, C686, C687, C688, C689, C690",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3450,12,"C680, C681, C682, C683, C684, C685, C686, C687, C688, C689, C690, C691",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3455,12,"C681, C682, C683, C684, C685, C686, C687, C688, C689, C690, C691, C692",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3460,12,"C682, C683, C684, C685, C686, C687, C688, C689, C690, C691, C692, C693",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3465,12,"C683, C684, C685, C686, C687, C688, C689, C690, C691, C692, C693, C694",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3470,12,"C684, C685, C686, C687, C688, C689, C690, C691, C692, C693, C694, C695",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3475,12,"C685, C686, C687, C688, C689, C690, C691, C692, C693, C694, C695, C696",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3480,12,"C686, C687, C688, C689, C690, C691, C692, C693, C694, C695, C696, C697",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3485,12,"C687, C688, C689, C690, C691, C692, C693, C694, C695, C696, C697, C698",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3490,12,"C688, C689, C690, C691, C692, C693, C694, C695, C696, C697, C698, C699",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3495,12,"C689, C690, C691, C692, C693, C694, C695, C696, C697, C698, C699, C700",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3500,12,"C690, C691, C692, C693, C694, C695, C696, C697, C698, C699, C700, C701",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3505,12,"C691, C692, C693, C694, C695, C696, C697, C698, C699, C700, C701, C702",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3510,12,"C692, C693, C694, C695, C696, C697, C698, C699, C700, C701, C702, C703",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3515,12,"C693, C694, C695, C696, C697, C698, C699, C700, C701, C702, C703, C704",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3520,12,"C694, C695, C696, C697, C698, C699, C700, C701, C702, C703, C704, C705",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3525,12,"C695, C696, C697, C698, C699, C700, C701, C702, C703, C704, C705, C706",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3530,12,"C696, C697, C698, C699, C700, C701, C702, C703, C704, C705, C706, C707",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3535,12,"C697, C698, C699, C700, C701, C702, C703, C704, C705, C706, C707, C708",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3540,12,"C698, C699, C700, C701, C702, C703, C704, C705, C706, C707, C708, C709",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3545,12,"C699, C700, C701, C702, C703, C704, C705, C706, C707, C708, C709, C710",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3550,12,"C700, C701, C702, C703, C704, C705, C706, C707, C708, C709, C710, C711",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3555,12,"C701, C702, C703, C704, C705, C706, C707, C708, C709, C710, C711, C712",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3560,12,"C702, C703, C704, C705, C706, C707, C708, C709, C710, C711, C712, C713",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3565,12,"C703, C704, C705, C706, C707, C708, C709, C710, C711, C712, C713, C714",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3570,12,"C704, C705, C706, C707, C708, C709, C710, C711, C712, C713, C714, C715",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3575,12,"C705, C706, C707, C708, C709, C710, C711, C712, C713, C714, C715, C716",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3580,12,"C706, C707, C708, C709, C710, C711, C712, C713, C714, C715, C716, C717",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3585,12,"C707, C708, C709, C710, C711, C712, C713, C714, C715, C716, C717, C718",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3590,12,"C708, C709, C710, C711, C712, C713, C714, C715, C716, C717, C718, C719",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3595,12,"C709, C710, C711, C712, C713, C714, C715, C716, C717, C718, C719, C720",16378.0,399.9%,-12282.0,-299.9%,CRITICAL,NO
3600,11,"C710, C711, C712, C713, C714, C715, C716, C717, C718, C719, C720",15516.0,378.8%,-11420.0,-278.8%,CRITICAL,NO
